id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
PT-REF-146,PT,relógio biológico,relógio,biológico,PC,2.1154,human_type_score,N1,neutral,Este é um relógio biológico .,relógio biológico,"[3, 5]",relógio interno,relógio || biológico,temporizador orgânico,muro gigante || rebanho bovino || vinho sacramental || prato tradicional || telemóvel descartável,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-146,PT,relógio biológico,relógio,biológico,PC,2.1154,human_type_score,N2,neutral,Estes são relógios biológicos .,relógios biológicos,"[2, 4]",relógios internos,relógios,temporizadores orgânicos,muro gigante || rebanho bovino || vinho sacramental || prato tradicional || telemóvel descartável,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-147,PT,reta final,reta,final,I,1.1212,human_type_score,S1,naturalistic,Estávamos na reta final de provas .,reta final,"[2, 4]",fim,reta || final,última linha,pedido internacional || poderoso mercado || antigo espaço || próprio criminoso || custo público,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-147,PT,reta final,reta,final,I,1.1212,human_type_score,S2,naturalistic,Foram nove partidas sem derrota na reta final .,reta final,"[6, 8]",fim,reta || final,última linha,accionista único || poderoso mercado || antigo espaço || próprio criminoso || custo público,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-147,PT,reta final,reta,final,I,1.1212,human_type_score,S3,naturalistic,Isto tudo às vésperas da reta final da competição .,reta final,"[5, 7]",fim,reta || final,última linha,accionista único || poderoso mercado || antigo espaço || próprio criminoso || custo público,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-147,PT,reta final,reta,final,I,1.1212,human_type_score,N1,neutral,Esta é uma reta final .,reta final,"[3, 5]",fim,reta || final,linha última,região pacífica || universidade pública || grande confusão || comunidade popular || avaliação civil,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-147,PT,reta final,reta,final,I,1.1212,human_type_score,N2,neutral,Estas são retas finais .,retas finais,"[2, 4]",fins,retas,linhas últimas,região pacífica || universidade pública || grande confusão || comunidade popular || avaliação civil,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-148,PT,roda gigante,roda,gigante,C,4.2,human_type_score,S1,naturalistic,"São rodas gigante , trens de ferro , carrosséis .",rodas gigante,"[1, 3]",brinquedos,rodas || gigantes,círculos enormes,crimes transnacionais || histórias heroicas || histórias excitantes || transferências ilegais || tarifas únicas,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-148,PT,roda gigante,roda,gigante,C,4.2,human_type_score,S2,naturalistic,A mais nova roda gigante de Londres provou ser um sucesso imediato .,roda gigante,"[3, 5]",brinquedo,roda || gigante,círculo enorme,crimes transnacionais || leque vasto || fluxo térmico || combustível químico || transferências ilegais,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-148,PT,roda gigante,roda,gigante,C,4.2,human_type_score,S3,naturalistic,"A London Eye entrou para o Guinness , como a maior roda gigante do mundo .",roda gigante,"[11, 13]",brinquedo,roda || gigante,círculo enorme,crimes transnacionais || leque vasto || fluxo térmico || combustível químico || transferências ilegais,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-148,PT,roda gigante,roda,gigante,C,4.2,human_type_score,N1,neutral,Esta é uma roda gigante .,roda gigante,"[3, 5]",brinquedo,roda || gigante,círculo enorme,filha natimorta || segregação geográfica || floresta primordial || melhoria efetiva || célebre editora,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-148,PT,roda gigante,roda,gigante,C,4.2,human_type_score,N2,neutral,Estas são rodas gigantes .,rodas gigantes,"[2, 4]",brinquedos,rodas,círculos enormes,filha natimorta || segregação geográfica || floresta primordial || melhoria efetiva || célebre editora,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-149,PT,roleta russa,roleta,russa,I,0.2917,human_type_score,S1,naturalistic,De rejeição as eleições em São Paulo viraram uma espécie de roleta russa .,roleta russa,"[11, 13]",jogo de azar,roleta || russa,roda moscovita,inúmeros conjuntos || independência sindical || louça branca || duelo escolar || vertiginosa viagem,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-149,PT,roleta russa,roleta,russa,I,0.2917,human_type_score,S2,naturalistic,"É uma roleta russa com todas as balas no revólver , feita pelos partidos .",roleta russa,"[2, 4]",jogo de azar,roleta || russa,roda moscovita,literatura apocalíptica || independência sindical || louça branca || duelo escolar || vertiginosa viagem,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-149,PT,roleta russa,roleta,russa,I,0.2917,human_type_score,S3,naturalistic,"São duas horas de risadas , choros , nervosismo e uma roleta russa de emoções e sentimentos .",roleta russa,"[11, 13]",jogo de azar,roleta || russa,roda moscovita,inúmeros conjuntos || independência sindical || louça branca || duelo escolar || vertiginosa viagem,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-149,PT,roleta russa,roleta,russa,I,0.2917,human_type_score,N1,neutral,Esta é uma roleta russa .,roleta russa,"[3, 5]",jogo de azar,roleta || russa,roda moscovita,independência sindical || louça branca || escolha manual || literatura apocalíptica || reação extrema,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-149,PT,roleta russa,roleta,russa,I,0.2917,human_type_score,N2,neutral,Estas são roletas russas .,roletas russas,"[2, 4]",jogos de azar,roletas,rodas moscovitas,independência sindical || louça branca || escolha manual || literatura apocalíptica || reação extrema,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-150,PT,saia justa,saia,justa,I,0.3667,human_type_score,S1,naturalistic,"Que saia justa , muito constrangida tive que recusar .",saia justa,"[1, 3]",situação difícil,saia || justa,vestido apertado,rua residencial || governantes sérvios || médicos psiquiatras || empregos alternativos || casal adulto,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-150,PT,saia justa,saia,justa,I,0.3667,human_type_score,S2,naturalistic,"Agora , está em uma tremenda saia justa para julgar os demais casos .",saia justa,"[6, 8]",situação difícil,saia || justa,vestido apertado,rua residencial || beleza genuína || médicos psiquiatras || empregos alternativos || casal adulto,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-150,PT,saia justa,saia,justa,I,0.3667,human_type_score,S3,naturalistic,"De essa vez , o presidente norte - americano foi alvo de diversas insatisfações e saias justas .",saias justas,"[15, 17]",situações difíceis,saias || justas,vestidos apertados,rua residencial || governantes sérbios || médicos psiquiatras || empregos alternativos || casal adulto,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-150,PT,saia justa,saia,justa,I,0.3667,human_type_score,N1,neutral,Esta é uma saia justa .,saia justa,"[3, 5]",situação difícil,saia || justa,vestido apertado,rua residencial || beleza genuína || estranha seita || diplomacia climática || sétima dominante,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-150,PT,saia justa,saia,justa,I,0.3667,human_type_score,N2,neutral,Estas são saias justas .,saias justas,"[2, 4]",situações difíceis,saias,vestidos apertados,rua residencial || beleza genuína || estranha seita || diplomacia climática || sétima dominante,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-151,PT,sala cirúrgica,sala,cirúrgica,C,4.4667,human_type_score,S1,naturalistic,"Em essas instituições , leitos e salas cirúrgicas estão subutilizados .",salas cirúrgicas,"[6, 8]",salas de cirurgia,salas || cirúrgicas,salões operatórios,método lógico || textos breves || módulos estruturais || livros inacabados || transferências internas,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-151,PT,sala cirúrgica,sala,cirúrgica,C,4.4667,human_type_score,S2,naturalistic,Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e salas cirúrgicas .,salas cirúrgicas,"[12, 14]",salas de cirurgia,salas || cirúrgicas,salões operatórios,métodos lógicos || textos breves || módulos estruturais || livros inacabados || transferências internas,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-151,PT,sala cirúrgica,sala,cirúrgica,C,4.4667,human_type_score,S3,naturalistic,"Serão 100 novos leitos , 10 salas cirúrgicas , 10 CTIs e mais espaço para hemodiálise eletiva .",salas cirúrgicas,"[6, 8]",salas de cirurgia,salas || cirúrgicas,salões operatórios,método lógico || textos breves || módulos estruturais || livros inacabados || ligeira saída,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-151,PT,sala cirúrgica,sala,cirúrgica,C,4.4667,human_type_score,N1,neutral,Esta é uma sala cirúrgica .,sala cirúrgica,"[3, 5]",sala de cirurgia,sala || cirúrgica,salão operatório,transferências internas || experiências seguras || associações patronais || agências alfandegárias || vítimas fatais,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-151,PT,sala cirúrgica,sala,cirúrgica,C,4.4667,human_type_score,N2,neutral,Estas são salas cirúrgicas .,salas cirúrgicas,"[2, 4]",salas de cirurgia,salas,salões operatórios,transferências internas || experiências seguras || associações patronais || agências alfandegárias || vítimas fatais,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-152,PT,salão paroquial,salão,paroquial,C,4.5238,human_type_score,S1,naturalistic,Os salões paroquiais são importantes centros de decisão informal .,salões paroquiais,"[1, 3]",salões da igreja,salões || paroquiais,salas diocesanas,agricultores austríacos || professores pesquisadores || trechos críticos || códigos visuais || cartões inteligentes,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-152,PT,salão paroquial,salão,paroquial,C,4.5238,human_type_score,S2,naturalistic,"Lá íamos nós para os salões paroquiais , as igrejas , os clubes .",salões paroquiais,"[5, 7]",salões da igreja,salões || paroquiais,salas diocesanas,preferência automática || hotel ecológico || ferramenta preciosa || liberalização progressiva || agricultores austríacos,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-152,PT,salão paroquial,salão,paroquial,C,4.5238,human_type_score,S3,naturalistic,"Este prédio , que é o salão paroquial foi idealizado pelo padre Edir , já falecido .",salão paroquial,"[6, 8]",salão da igreja,salão || paroquial,sala diocesana,preferência automática || hotel ecológico || ferramenta preciosa || liberalização progressiva || agricultores austríacos,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-152,PT,salão paroquial,salão,paroquial,C,4.5238,human_type_score,N1,neutral,Este é um salão paroquial .,salão paroquial,"[3, 5]",salão da igreja,salão || paroquial,sala diocesana,agricultores austríacos || professores pesquisadores || trechos críticos || códigos visuais || cartões inteligentes,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-152,PT,salão paroquial,salão,paroquial,C,4.5238,human_type_score,N2,neutral,Estes são salões paroquiais .,salões paroquiais,"[2, 4]",salões da igreja,salões,salas diocesanas,agricultores austríacos || professores pesquisadores || trechos críticos || códigos visuais || cartões inteligentes,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-153,PT,sangue azul,sangue,azul,I,0.1538,human_type_score,S1,naturalistic,"Pelo menos no marketing , Sir Richard Branson tem sangue azul : ele é o rei do marketing .",sangue azul,"[9, 11]",nobreza,sangue || azul,plasma anil,fixação anual || mecanismo permanente || eventos publicitários || time holandês || condessa italiana,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-153,PT,sangue azul,sangue,azul,I,0.1538,human_type_score,S2,naturalistic,"Ainda mais curioso , Washington não fora o único presidente americano a ter sangue azul .",sangue azul,"[13, 15]",nobreza,sangue || azul,plasma anil,fixação anual || mecanismo permanente || eventos publicitários || time holandês || condessa italiana,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-153,PT,sangue azul,sangue,azul,I,0.1538,human_type_score,S3,naturalistic,"É o espírito nobre das pessoas , o chamado "" sangue azul "" , o poder de liderança .",sangue azul,"[10, 12]",nobreza,sangue || azul,plasma anil,fixação anual || mecanismo permanente || eventos publicitários || time holandês || condessa italiana,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-153,PT,sangue azul,sangue,azul,I,0.1538,human_type_score,N1,neutral,Este é um sangue azul .,sangue azul,"[3, 5]",nobreza,sangue || azul,plasma anil,mecanismo permanente || time holandês || amor virtual || controle extra || projeto imobiliário,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-153,PT,sangue azul,sangue,azul,I,0.1538,human_type_score,N2,neutral,Estes são sangues azuis .,sangues azuis,"[2, 4]",nobrezas,sangues,plasmas anis,mecanismo permanente || time holandês || amor virtual || controle extra || projeto imobiliário,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-154,PT,sangue frio,sangue,frio,I,0.52,human_type_score,S1,naturalistic,Assassinado em estilo de execução a sangue frio .,sangue frio,"[6, 8]",sem piedade,sangue || frio,plasma fresco,conversão interna || trabalhadores ocidentais || prática habitual || conselho administrativo || vítimas civis,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-154,PT,sangue frio,sangue,frio,I,0.52,human_type_score,S2,naturalistic,O assassinato de 11 deputados colombianos a sangue frio !,sangue frio,"[7, 9]",sem piedade,sangue || frio,plasma fresco,intervenção correctora || projecto impossível || prática habitual || conselho administrativo || conversão interna,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-154,PT,sangue frio,sangue,frio,I,0.52,human_type_score,S3,naturalistic,Carminha não mataria a sangue frio o homem que amava .,sangue frio,"[4, 6]",sem piedade,sangue || frio,plasma fresco,intervenção corretora || projeto impossível || prática habitual || conselho administrativo || vítimas civis,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-154,PT,sangue frio,sangue,frio,I,0.52,human_type_score,N1,neutral,Este é um sangue frio .,sangue frio,"[3, 5]",sem piedade,sangue || frio,plasma fresco,projeto impossível || conselho administrativo || debate construtivo || cinema turco || ciclo aberto,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-154,PT,sangue frio,sangue,frio,I,0.52,human_type_score,N2,neutral,Estes são sangues frios .,sangues frios,"[2, 4]",sem piedade,sangues,plasmas frescos,projeto impossível || conselho administrativo || debate construtivo || cinema turco || ciclo aberto,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-155,PT,sangue quente,sangue,quente,I,0.8667,human_type_score,S1,naturalistic,"Sim , ele tem o sangue quente espanhol !",sangue quente,"[5, 7]",raiva,sangue || quente,plasma cálido,probabilidade baixa || linhas fluviais || decisões familiares || dificuldades objectivas || bancos britânicos,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-155,PT,sangue quente,sangue,quente,I,0.8667,human_type_score,S2,naturalistic,A hispânia é um local cheio de pessoas de sangue quente e turistas .,sangue quente,"[9, 11]",raiva,sangue || quente,plasma cálido,probabilidade baixa || linhas fluviais || decisões familiares || dificuldades objectivas || bancos britânicos,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-155,PT,sangue quente,sangue,quente,I,0.8667,human_type_score,S3,naturalistic,"Não , tem de reclamar agora , com o sangue quente mesmo , isso é um absurdo !",sangue quente,"[9, 11]",irritado,sangue || quente,plasma cálido,probabilidade baixa || linhas fluviais || decisões familiares || dificuldades objetivas || bancos britânicos,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-155,PT,sangue quente,sangue,quente,I,0.8667,human_type_score,N1,neutral,Esta é uma sangue quente .,sangue quente,"[3, 5]",raiva,sangue || quente,plasma cálido,probabilidade baixa || tradição regionalista || ofensiva aérea || função regulamentar || ilha negra,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-155,PT,sangue quente,sangue,quente,I,0.8667,human_type_score,N2,neutral,Estas são sangues quentes .,sangues quentes,"[2, 4]",raivas,sangues,plasmas cálidos,probabilidade baixa || tradição regionalista || ofensiva aérea || função regulamentar || ilha negra,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-156,PT,secretária eletrônica,secretária,eletrônica,PC,2.5238,human_type_score,S1,naturalistic,"Não há emails na caixa de entrada , não há recados na secretária eletrônica e mesmo assim , você entende a mensagem .",secretária eletrônica,"[12, 14]",resposta automática,secretária || eletrônica,ajudante digital,método expositivo || drama trágico || manifestações separatistas || diplomacia africana || fortificação romana,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-156,PT,secretária eletrônica,secretária,eletrônica,PC,2.5238,human_type_score,S2,naturalistic,"Finja ser uma secretária eletrônica , do pior jeito que você conseguir para ele perceber que está falando com um louco .",secretária eletrônica,"[3, 5]",resposta automática,secretária || eletrônica,ajudante digital,método expositivo || drama trágico || manifestações separatistas || diplomacia africana || fortificação romana,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-156,PT,secretária eletrônica,secretária,eletrônica,PC,2.5238,human_type_score,S3,naturalistic,"Ser breve , não abusar das ligações pessoais e responder às mensagens na secretária eletrônica no prazo máximo de 24 horas",secretária eletrônica,"[13, 15]",resposta automática,secretária || eletrônica,ajudante digital,método expositivo || drama trágico || manifestações separatistas || diplomacia africana || fortificação romana,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-156,PT,secretária eletrônica,secretária,eletrônica,PC,2.5238,human_type_score,N1,neutral,Esta é uma secretária eletrônica .,secretária eletrônica,"[3, 5]",resposta automática,secretária || eletrônica,ajudante digital,diplomacia africana || fortificação romana || indicação precisa || nacionalidade canadense || banca estatal,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-156,PT,secretária eletrônica,secretária,eletrônica,PC,2.5238,human_type_score,N2,neutral,Estas são secretárias eletrônicas .,secretárias eletrônicas,"[2, 4]",respostas automáticas,secretárias,ajudantes digitais,diplomacia africana || fortificação romana || indicação precisa || nacionalidade canadense || banca estatal,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-157,PT,segundas intenções,segundas,intenções,PC,2.1111,human_type_score,S1,naturalistic,Não tem malícia e muito menos segundas intenções .,segundas intenções,"[6, 8]",malícia,segundas || intenções,propósitos secundários,músicos nativos || vestígios mínimos || travessia dura || consequente exclusão || exportações britânicas,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-157,PT,segundas intenções,segundas,intenções,PC,2.1111,human_type_score,S2,naturalistic,"Ele manda uma cartinha meio sacana , cheia de segundas intenções .",segundas intenções,"[9, 11]",malícia,segundas || intenções,propósitos secundários,músicos nativos || vestígios mínimos || exportações britânicas || consequentes exclusões || directivas antidiscriminação,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-157,PT,segundas intenções,segundas,intenções,PC,2.1111,human_type_score,S3,naturalistic,Padre com má - fé e com segundas intenções é duro de engolir .,segundas intenções,"[7, 9]",malícia,segundas || intenções,propósitos secundários,músicos nativos || vestígios mínimos || travessia dura || consequente exclusão || directiva antidiscriminação,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-157,PT,segundas intenções,segundas,intenções,PC,2.1111,human_type_score,N1,neutral,Estas são segundas intenções .,segundas intenções,"[2, 4]",malícias,intenções || segundas,propósitos secundários,exportações britânicas || numerosas encomendas || dúvidas constitucionais || realidades terrestres || habilidades teatrais,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-157,PT,segundas intenções,segundas,intenções,PC,2.1111,human_type_score,N2,neutral,Estas são segundas intenções .,segundas intenções,"[2, 4]",malícias,intenções,propósitos secundários,exportações britânicas || numerosas encomendas || dúvidas constitucionais || realidades terrestres || habilidades teatrais,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-158,PT,segundo plano,segundo,plano,PC,1.5476,human_type_score,S1,naturalistic,"Para Júlio , tudo o mais estava em segundo plano .",segundo plano,"[8, 10]",não prioritário,segundo || plano,nível secundário,prolongamentos digitiformes || cerambicídeos endêmicos || monocotiledóneas petalóides || gastrite atrófica || duto arterioso,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-158,PT,segundo plano,segundo,plano,PC,1.5476,human_type_score,S2,naturalistic,A obediência está sendo relegada a segundo plano .,segundo plano,"[6, 8]",não prioritária,segundo || plano,nível secundário,ereção peniana || polinização alogâmica || sinais vitais || vida adulta || respeito mútuo,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-158,PT,segundo plano,segundo,plano,PC,1.5476,human_type_score,S3,naturalistic,Os aspectos táticos e técnicos ficaram em segundo plano .,segundo plano,"[7, 9]",não prioritário,segundo || plano,nível secundário,separações litigiosas || ereção peniana || polinização alogâmica || sinais vitais || vida adulta,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-158,PT,segundo plano,segundo,plano,PC,1.5476,human_type_score,N1,neutral,Este é um segundo plano .,segundo plano,"[3, 5]",não prioritário,plano || segundo,nível secundário,senador maranhense || seminarista menor || selo português || rival paulista || rosto tenso,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-158,PT,segundo plano,segundo,plano,PC,1.5476,human_type_score,N2,neutral,Estes são segundos planos .,segundos planos,"[2, 4]",não prioritários,planos,níveis secundários,senador maranhense || seminarista menor || selo português || rival paulista || rosto tenso,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-159,PT,sentença judicial,sentença,judicial,C,4.6667,human_type_score,S1,naturalistic,Em 2004 saiu uma sentença judicial favorável aos moradores .,sentença judicial,"[4, 6]",decisão judicial,sentença || judicial,deliberação judiciária,máxima latina || preocupação adicional || intervenção curtíssima || águas vermelhas || eficácia máxima,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-159,PT,sentença judicial,sentença,judicial,C,4.6667,human_type_score,S2,naturalistic,A indenização deverá ser determinada por sentença judicial .,sentença judicial,"[6, 8]",decisão judicial,sentença || judicial,deliberação judiciária,intervenção conciliadora || preocupação adicional || intervenção curtíssima || águas vermelhas || eficácia máxima,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-159,PT,sentença judicial,sentença,judicial,C,4.6667,human_type_score,S3,naturalistic,"O valor inclui vencimentos , encargos sociais e pagamentos de sentenças judiciais .",sentenças judiciais,"[10, 12]",decisões judiciais,sentenças || judiciais,deliberações judiciárias,máxima latina || preocupação adicional || intervenção curtíssima || águas vermelhas || eficácia máxima,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-159,PT,sentença judicial,sentença,judicial,C,4.6667,human_type_score,N1,neutral,Esta é uma sentença judicial .,sentença judicial,"[3, 5]",decisão judicial,sentença || judicial,deliberação judiciária,construção simultânea || preocupação adicional || intervenção curtíssima || eficácia máxima || intervenção conciliadora,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-159,PT,sentença judicial,sentença,judicial,C,4.6667,human_type_score,N2,neutral,Estas são sentenças judiciais .,sentenças judiciais,"[2, 4]",decisões judiciais,sentenças,deliberações judiciárias,construção simultânea || preocupação adicional || intervenção curtíssima || eficácia máxima || intervenção conciliadora,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-160,PT,sétima arte,sétima,arte,PC,2.1923,human_type_score,S1,naturalistic,Devo sem dúvida a essa precocidade cinéfila minha paixão pela sétima arte .,sétima arte,"[10, 12]",cinema,sétima || arte,sexta técnica,breve oportunidade || entrevista histórica || armas familiares || acórdão recente || tipo nomenclatural,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-160,PT,sétima arte,sétima,arte,PC,2.1923,human_type_score,S2,naturalistic,"Como já disseram , o filme não é o supra sumo da sétima arte .",sétima arte,"[12, 14]",cinema,sétima || arte,sexta técnica,breve oportunidade || entrevista histórica || armas familiares || acórdão recente || tipo nomenclatural,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-160,PT,sétima arte,sétima,arte,PC,2.1923,human_type_score,S3,naturalistic,Esta cena é reverenciada hoje como um dos grandes momentos da sétima arte .,sétima arte,"[11, 13]",cinema,sétima || arte,sexta técnica,breve oportunidade || entrevista histórica || armas familiares || causas graves || recente compilação,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-160,PT,sétima arte,sétima,arte,PC,2.1923,human_type_score,N1,neutral,Esta é uma sétima arte .,sétima arte,"[3, 5]",cinema,arte || sétima,sexta técnica,breve oportunidade || entrevista histórica || recente compilação || vitória parcial || influência dinâmica,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-160,PT,sétima arte,sétima,arte,PC,2.1923,human_type_score,N2,neutral,Estas são sétimas artes .,sétimas artes,"[2, 4]",cinemas,artes,sextas técnicas,breve oportunidade || entrevista histórica || recente compilação || vitória parcial || influência dinâmica,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-161,PT,sexto sentido,sexto,sentido,I,1.4,human_type_score,S1,naturalistic,"Foi um dia pesaroso , um sexto sentido me alertava que uma coisa ruim puxa outra .",sexto sentido,"[6, 8]",intuição,sexto || sentido,quinto significado,sistemas genéticos || futuro elenco || desgaste interno || massa solar || jovens pais,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
PT-REF-161,PT,sexto sentido,sexto,sentido,I,1.4,human_type_score,S2,naturalistic,O sexto sentido é a percepção do outro energicamente .,sexto sentido,"[1, 3]",intuição,sexto || sentido,quinto significado,coerência regional || futuro elenco || desgaste interno || massa solar || contexto constitucional,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
